time	V(7)	V(8)
6.634463182201693e-001	2.024113e+001	-2.024113e+001
6.642783749756736e-001	2.014366e+001	-2.014366e+001
6.650071762073786e-001	2.000224e+001	-2.000224e+001
6.656546495988170e-001	1.987312e+001	-1.987312e+001
6.663039167481277e-001	1.974450e+001	-1.974450e+001
6.669195621904207e-001	1.962335e+001	-1.962335e+001
6.677023260353915e-001	1.947049e+001	-1.947049e+001
6.686788885353915e-001	1.930525e+001	-1.930525e+001
6.696554510353915e-001	1.920555e+001	-1.920555e+001
6.697762012974672e-001	1.922150e+001	-1.922150e+001
6.700177018216185e-001	1.933221e+001	-1.933221e+001
6.705007028699211e-001	1.965530e+001	-1.965530e+001
6.707529679568711e-001	1.984853e+001	-1.984853e+001
6.710534552874972e-001	2.005591e+001	-2.005591e+001
6.714416033069524e-001	2.021165e+001	-2.021165e+001
6.720704498985003e-001	2.024389e+001	-2.024389e+001
6.730470123985003e-001	2.009400e+001	-2.009400e+001
6.740235748985003e-001	1.989873e+001	-1.989873e+001
6.750001373985003e-001	1.970535e+001	-1.970535e+001
6.759766998985003e-001	1.951385e+001	-1.951385e+001
6.769532623985003e-001	1.933619e+001	-1.933619e+001
6.779298248985003e-001	1.919812e+001	-1.919812e+001
6.780518952110003e-001	1.920598e+001	-1.920598e+001
6.782960358360003e-001	1.930228e+001	-1.930228e+001
6.787843170860003e-001	1.961445e+001	-1.961445e+001
6.791015645388973e-001	1.985618e+001	-1.985618e+001
6.793924653057444e-001	2.005692e+001	-2.005692e+001
6.797841674985111e-001	2.021229e+001	-2.021229e+001
6.804186598791022e-001	2.024610e+001	-2.024610e+001
6.812515928816865e-001	2.012145e+001	-2.012145e+001
6.819434156714238e-001	1.998265e+001	-1.998265e+001
6.825752412495355e-001	1.985678e+001	-1.985678e+001
6.832069245121019e-001	1.973174e+001	-1.973174e+001
6.838488825840656e-001	1.960559e+001	-1.960559e+001
6.848254450840656e-001	1.941522e+001	-1.941522e+001
6.858020075840656e-001	1.927494e+001	-1.927494e+001
6.864997277828195e-001	1.927699e+001	-1.927699e+001
6.866076902760748e-001	1.930997e+001	-1.930997e+001
6.868236152625854e-001	1.943896e+001	-1.943896e+001
6.872554652356065e-001	1.975139e+001	-1.975139e+001
6.876052412249271e-001	2.000703e+001	-2.000703e+001
6.879213488901445e-001	2.017034e+001	-2.017034e+001
6.884349782986201e-001	2.024606e+001	-2.024606e+001
6.892603532998708e-001	2.015206e+001	-2.015206e+001
6.902369157998708e-001	1.996318e+001	-1.996318e+001
6.912134782998708e-001	1.976918e+001	-1.976918e+001
6.921900407998708e-001	1.957705e+001	-1.957705e+001
6.931666032998708e-001	1.938680e+001	-1.938680e+001
6.941431657998708e-001	1.924951e+001	-1.924951e+001
6.948361482560346e-001	1.925879e+001	-1.925879e+001
6.949438852697814e-001	1.929333e+001	-1.929333e+001
6.951593592972749e-001	1.942498e+001	-1.942498e+001
6.955903073522620e-001	1.974130e+001	-1.974130e+001
6.959404375692774e-001	1.999983e+001	-1.999983e+001
6.962577148612633e-001	2.016494e+001	-2.016494e+001
6.967732255710587e-001	2.024122e+001	-2.024122e+001
6.976014972815469e-001	2.014715e+001	-2.014715e+001
6.983264259813815e-001	2.000724e+001	-2.000724e+001
6.989745676641650e-001	1.987796e+001	-1.987796e+001
6.996245940916805e-001	1.974916e+001	-1.974916e+001
7.002420125908248e-001	1.962765e+001	-1.962765e+001
7.010491231302427e-001	1.947001e+001	-1.947001e+001
7.020256856302427e-001	1.930724e+001	-1.930724e+001
7.030022481302427e-001	1.921516e+001	-1.921516e+001
7.031220423542154e-001	1.923240e+001	-1.923240e+001
7.033616308021609e-001	1.934449e+001	-1.934449e+001
7.038408076980518e-001	1.966651e+001	-1.966651e+001
7.040938026401959e-001	1.985986e+001	-1.985986e+001
7.043895787010150e-001	2.006238e+001	-2.006238e+001
7.047794736701855e-001	2.021659e+001	-2.021659e+001
7.054110957831954e-001	2.024714e+001	-2.024714e+001
7.063876582831954e-001	2.009665e+001	-2.009665e+001
7.073642207831954e-001	1.990135e+001	-1.990135e+001
7.083407832831954e-001	1.970794e+001	-1.970794e+001
7.093173457831954e-001	1.951642e+001	-1.951642e+001
7.102939082831954e-001	1.933995e+001	-1.933995e+001
7.112704707831954e-001	1.920573e+001	-1.920573e+001
7.113925410956954e-001	1.921439e+001	-1.921439e+001
7.116366817206954e-001	1.931207e+001	-1.931207e+001
7.121249629706954e-001	1.962457e+001	-1.962457e+001
7.124101800695059e-001	1.984152e+001	-1.984152e+001
7.127166048121583e-001	2.005481e+001	-2.005481e+001
7.131025504299774e-001	2.021196e+001	-2.021196e+001
7.137278965207220e-001	2.024885e+001	-2.024885e+001
7.145597256788006e-001	2.012544e+001	-2.012544e+001
7.152531974458478e-001	1.998629e+001	-1.998629e+001
7.158865360322415e-001	1.986009e+001	-1.986009e+001
7.165198818467908e-001	1.973471e+001	-1.973471e+001
7.171763541316939e-001	1.960569e+001	-1.960569e+001
7.181529166316939e-001	1.941531e+001	-1.941531e+001
7.191294791316939e-001	1.927478e+001	-1.927478e+001
7.198307459238335e-001	1.927589e+001	-1.927589e+001
7.199388774466798e-001	1.930868e+001	-1.930868e+001
7.201551404923726e-001	1.943754e+001	-1.943754e+001
7.205876665837583e-001	1.975023e+001	-1.975023e+001
7.209371767855372e-001	2.000588e+001	-2.000588e+001
7.212524068862491e-001	2.016936e+001	-2.016936e+001
7.217646245595308e-001	2.024632e+001	-2.024632e+001
7.225878247778380e-001	2.015417e+001	-2.015417e+001
7.235643872778380e-001	1.996579e+001	-1.996579e+001
7.245409497778380e-001	1.977176e+001	-1.977176e+001
7.255175122778380e-001	1.957961e+001	-1.957961e+001
7.264940747778380e-001	1.938933e+001	-1.938933e+001
7.274706372778380e-001	1.925172e+001	-1.925172e+001
7.281671692842963e-001	1.925992e+001	-1.925992e+001
7.282750751946742e-001	1.929420e+001	-1.929420e+001
7.284908870154299e-001	1.942548e+001	-1.942548e+001
7.289225106569413e-001	1.974167e+001	-1.974167e+001
7.292723755725098e-001	1.999992e+001	-1.999992e+001
7.295887768580369e-001	2.016501e+001	-2.016501e+001
7.301028785733403e-001	2.024231e+001	-2.024231e+001
7.309289809580314e-001	2.015000e+001	-2.015000e+001
7.316495171244621e-001	2.001134e+001	-2.001134e+001
7.322979559457898e-001	1.988198e+001	-1.988198e+001
7.329483141540939e-001	1.975308e+001	-1.975308e+001
7.335672451247370e-001	1.963126e+001	-1.963126e+001
7.343988914570128e-001	1.946882e+001	-1.946882e+001
7.353754539570128e-001	1.930906e+001	-1.930906e+001
7.363520164570128e-001	1.921045e+001	-1.921045e+001
7.363668444713303e-001	1.921063e+001	-1.921063e+001
7.363965004999654e-001	1.921432e+001	-1.921432e+001
7.364558125572357e-001	1.922699e+001	-1.922699e+001
7.365744366717761e-001	1.927079e+001	-1.927079e+001
7.368116849008571e-001	1.940589e+001	-1.940589e+001
7.371958856743314e-001	1.968579e+001	-1.968579e+001
7.374657673590896e-001	1.989598e+001	-1.989598e+001
7.377372757646821e-001	2.007717e+001	-2.007717e+001
7.381361617881994e-001	2.022617e+001	-2.022617e+001
7.387820533141840e-001	2.025016e+001	-2.025016e+001
7.397586158141840e-001	2.009733e+001	-2.009733e+001
7.407351783141840e-001	1.990202e+001	-1.990202e+001
7.417117408141840e-001	1.970861e+001	-1.970861e+001
7.426883033141840e-001	1.951708e+001	-1.951708e+001
7.436648658141840e-001	1.934746e+001	-1.934746e+001
7.446414283141840e-001	1.923491e+001	-1.923491e+001
7.447631718533886e-001	1.924798e+001	-1.924798e+001
7.450066589317979e-001	1.935318e+001	-1.935318e+001
7.454936330886164e-001	1.967041e+001	-1.967041e+001
7.457513905064439e-001	1.986517e+001	-1.986517e+001
7.460528685145642e-001	2.007136e+001	-2.007136e+001
7.464406491190374e-001	2.022528e+001	-2.022528e+001
7.470689118461819e-001	2.025923e+001	-2.025923e+001
7.478942052507402e-001	2.013597e+001	-2.013597e+001
7.485867125604530e-001	1.999694e+001	-1.999694e+001
7.492206957473400e-001	1.987055e+001	-1.987055e+001
7.498547587715334e-001	1.974497e+001	-1.974497e+001
7.505342864641199e-001	1.961136e+001	-1.961136e+001
7.515108489641199e-001	1.942092e+001	-1.942092e+001
7.524874114641199e-001	1.928090e+001	-1.928090e+001
